R/WAY AGREE,RIGHT OF WAY,RIGHT OF WAY,True
R/WAY AGREE ETC,RIGHT OF WAY,RIGHT OF WAY,True
R/WAY DRAINAGE,RIGHT OF WAY,RIGHT OF WAY,True
R/WAY ETC,RIGHT OF WAY,RIGHT OF WAY,True
R/WAY GRANT,NOTICE,RIGHT OF WAY,False
RAD TOWR EASE,RATIFICATION,RIGHT OF WAY,False
RAD TOWR PROT R/W,NOTICE,RIGHT OF WAY,False
RADAR CERTIF,CERTIFICATE,CERTIFICATE,True
RAT AMD ASSIGN,RATIFICATION,RATIFICATION,True
RAT&ADOP OGML,RATIFICATION,RATIFICATION,True
RAT&REN DIV OR,RATIFICATION,RATIFICATION,True
RAT&RENT DIV,RATIFICATION,RATIFICATION,True
RAT&RENT DIV OR,RATIFICATION,RATIFICATION,True
RAT&RNTL DEV OR,RATIFICATION,RATIFICATION,True
RAT/AM &EXT/LSE,RATIFICATION,RATIFICATION,True
RAT/ASGN ORR,RATIFICATION,RATIFICATION,True
RAT/PAR ASSIGN,RATIFICATION,RATIFICATION,True
RATF RDO &DEP CHG,RATIFICATION,RATIFICATION,True
RATF&CO LSE AGRE,LEASE,RATIFICATION,False
RATIF,RATIFICATION,RATIFICATION,True
RATIF & ACCEPT P/ATT,RATIFICATION,RATIFICATION,True
RATIF & ACCEPTANCE,ACCEPTANCE,RATIFICATION,False
RATIF & ACKNOW,RATIFICATION,RATIFICATION,True
RATIF & AFF,RATIFICATION,RATIFICATION,True
RATIF & AFFID,RATIFICATION,RATIFICATION,True
RATIF & AMD LSE,RATIFICATION,RATIFICATION,True
RATIF & AMEND,RATIFICATION,RATIFICATION,True
RATIF & AMEND LEASE,RATIFICATION,RATIFICATION,True
RATIF & AMEND MTG,RATIFICATION,RATIFICATION,True
RATIF & AMEND MTG &,RATIFICATION,RATIFICATION,True
RATIF & AMEND MTG ET,RATIFICATION,RATIFICATION,True
RATIF & AMEND OGML,RATIFICATION,RATIFICATION,True
RATIF & AMND ETC,RATIFICATION,RATIFICATION,True
RATIF & ASSIGN,RATIFICATION,RATIFICATION,True
RATIF & CLARIF,RATIFICATION,RATIFICATION,True
RATIF & CO LS AG,RATIFICATION,RATIFICATION,True
RATIF & CONF,RATIFICATION,RATIFICATION,True
RATIF & CONF AND QUI,RATIFICATION,RATIFICATION,True
RATIF & CONFIR OF DO,RATIFICATION,RATIFICATION,True
RATIF & CONFIRM,RATIFICATION,RATIFICATION,True
RATIF & CORR,RATIFICATION,RATIFICATION,True
RATIF & CORR & P/ATT,RATIFICATION,RATIFICATION,True
RATIF & CORR MTG,RATIFICATION,RATIFICATION,True
RATIF & CORR SALE,RATIFICATION,RATIFICATION,True
RATIF & DES DEP,RATIFICATION,RATIFICATION,True
RATIF & DESG DEP,RATIFICATION,RATIFICATION,True
RATIF & DISCLAIM,RATIFICATION,RATIFICATION,True
RATIF & DONA ETC,RATIFICATION,RATIFICATION,True
RATIF & ETC,RATIFICATION,RATIFICATION,True
RATIF & EXCHNG,RATIFICATION,RATIFICATION,True
RATIF & EXT LSE,RATIFICATION,RATIFICATION,True
RATIF & EXT OGL,RATIFICATION,RATIFICATION,True
RATIF & EXTEN,RATIFICATION,RATIFICATION,True
RATIF & JOINDER,RATIFICATION,RATIFICATION,True
RATIF & LEASE AMEND,RATIFICATION,RATIFICATION,True
RATIF & LSE AMEND,RATIFICATION,RATIFICATION,True
RATIF & Q/C,RATIFICATION,RATIFICATION,True
RATIF & QC,RATIFICATION,RATIFICATION,True
RATIF & QUIT CLAIM,RATIFICATION,RATIFICATION,True
RATIF & R D O,RATIFICATION,RATIFICATION,True
RATIF & R.D.O,RATIFICATION,RATIFICATION,True
RATIF & R/W,RATIFICATION,RATIFICATION,True
RATIF & RDO,RATIFICATION,RATIFICATION,True
RATIF & REINST OGML,RATIFICATION,RATIFICATION,True
RATIF & REINSTMNT OF,RATIFICATION,RATIFICATION,True
RATIF & REINSTMNT OG,RATIFICATION,RATIFICATION,True
RATIF & RENT DIV,RATIFICATION,RATIFICATION,True
RATIF & RENT DIV OR,RATIFICATION,RATIFICATION,True
RATIF & RENT DIV ORD,RATIFICATION,RATIFICATION,True
RATIF & RENTAL DIV O,RATIFICATION,RATIFICATION,True
RATIF & RENTAL DIVSI,RATIFICATION,RATIFICATION,True
RATIF & RENTAL ORDER,RATIFICATION,RATIFICATION,True
RATIF & REVIVOR OGL,RATIFICATION,RATIFICATION,True
RATIF / LSR AGRE,RATIFICATION,RATIFICATION,True
RATIF ADOPT & CONFIR,RATIFICATION,RATIFICATION,True
RATIF AGREE,RATIFICATION,RATIFICATION,True
RATIF AMEND ASSIGN O,RATIFICATION,RATIFICATION,True
RATIF AMEND OGML,RATIFICATION,RATIFICATION,True
RATIF AND AMEND LEAS,RATIFICATION,RATIFICATION,True
RATIF AND AMEND PART,RATIFICATION,RATIFICATION,True
RATIF ASSIGN,RATIFICATION,RATIFICATION,True
RATIF CASH DEED,RATIFICATION,RATIFICATION,True
RATIF COM PROP SETTL,RATIFICATION,RATIFICATION,True
RATIF CONF & Q/C,RATIFICATION,RATIFICATION,True
RATIF CONFIRM,RATIFICATION,RATIFICATION,True
RATIF CONFIRMATION Q,RATIFICATION,RATIFICATION,True
RATIF CORREC,RATIFICATION,RATIFICATION,True
RATIF DEED,RATIFICATION,RATIFICATION,True
RATIF DEP DSGN,RATIFICATION,RATIFICATION,True
RATIF DONATION,RATIFICATION,RATIFICATION,True
RATIF DONATION & P/A,RATIFICATION,RATIFICATION,True
RATIF ETC,RATIFICATION,RATIFICATION,True
RATIF EXT ETC,RATIFICATION,RATIFICATION,True
RATIF INTRUPT PRESC,RATIFICATION,RATIFICATION,True
RATIF LSE ETC,RATIFICATION,RATIFICATION,True
RATIF MIN SERVITUDE,SERVITUDE,RATIFICATION,False
RATIF OF 0GML,RATIFICATION,RATIFICATION,True
RATIF OF AGREE,RATIFICATION,RATIFICATION,True
RATIF OF AMD MTG,RATIFICATION,RATIFICATION,True
RATIF OF ASSIGN,RATIFICATION,RATIFICATION,True
RATIF OF DEDICATION,RATIFICATION,RATIFICATION,True
RATIF OF DEED,RATIFICATION,RATIFICATION,True
RATIF OF DONA,RATIFICATION,RATIFICATION,True
RATIF OF DONATION,RATIFICATION,RATIFICATION,True
RATIF OF EXCHG,RATIFICATION,RATIFICATION,True
RATIF OF HYDROCARBON,RATIFICATION,RATIFICATION,True
RATIF OF LEASE,RATIFICATION,RATIFICATION,True
RATIF OF LSE,RATIFICATION,RATIFICATION,True
RATIF OF MIN EXCHANG,RATIFICATION,RATIFICATION,True
RATIF OF MTG,RATIFICATION,RATIFICATION,True
RATIF OF MTG ETC,RATIFICATION,RATIFICATION,True
RATIF OF OGL,RATIFICATION,RATIFICATION,True
RATIF OF OGML,RATIFICATION,RATIFICATION,True
RATIF OF OGML-P/A,RATIFICATION,RATIFICATION,True
RATIF OF P/ATTY,RATIFICATION,RATIFICATION,True
RATIF OF P/L R/W,RATIFICATION,RATIFICATION,True
RATIF OF PAR ASSN,RATIFICATION,RATIFICATION,True
RATIF OF PART,RATIFICATION,RATIFICATION,True
RATIF OF PARTN,RATIFICATION,RATIFICATION,True
RATIF OF R/W,RATIFICATION,RATIFICATION,True
RATIF OF RENTAL DIV,RATIFICATION,RATIFICATION,True
RATIF OF SALE,RATIFICATION,RATIFICATION,True
RATIF OF TRUST,RATIFICATION,RATIFICATION,True
RATIF OF UNIT AGR,RATIFICATION,RATIFICATION,True
RATIF OF V/L,RATIFICATION,RATIFICATION,True
RATIF OGML,RATIFICATION,RATIFICATION,True
RATIF OGML 889-197,RATIFICATION,RATIFICATION,True
RATIF OGML ETC,RATIFICATION,RATIFICATION,True
RATIF ORR,RATIFICATION,RATIFICATION,True
RATIF P-ATTY,RATIFICATION,RATIFICATION,True
RATIF P/ATTY,RATIFICATION,RATIFICATION,True
RATIF PARTITION,RATIFICATION,RATIFICATION,True
RATIF R/W,RATIFICATION,RATIFICATION,True
RATIF RD,RATIFICATION,RATIFICATION,True
RATIF RDO,RATIFICATION,RATIFICATION,True
RATIF RDO ETC,RATIFICATION,RATIFICATION,True
RATIF SALE,RATIFICATION,RATIFICATION,True
RATIF SALE & STATEME,RATIFICATION,RATIFICATION,True
RATIF SALE ETC,RATIFICATION,RATIFICATION,True
RATIF SEISM OP AGREE,RATIFICATION,RATIFICATION,True
RATIF UNIT DECL,RATIFICATION,RATIFICATION,True
RATIF V/L,RATIFICATION,RATIFICATION,True
RATIF VOL UNIT AGREE,RATIFICATION,RATIFICATION,True
RATIF WARR DEED,RATIFICATION,RATIFICATION,True
RATIF WARR DEED ETC,RATIFICATION,RATIFICATION,True
RATIF& CONF,RATIFICATION,RATIFICATION,True
RATIF&EX OF OGML,RATIFICATION,RATIFICATION,True
RATIF&RN DIV OR,RATIFICATION,RATIFICATION,True
RATIF&RN DIV ORD,RATIFICATION,RATIFICATION,True
RATIF, CONFIRM & Q/C,RATIFICATION,RATIFICATION,True
RATIF, ETC,RATIFICATION,RATIFICATION,True
RATIF, RDO ETC,RATIFICATION,RATIFICATION,True
RATIF. & R.D.O.,RATIFICATION,RATIFICATION,True
RATIF.,,RATIFICATION,RATIFICATION,True
RATIF/ ACKNOW,RATIFICATION,RATIFICATION,True
RATIF/ AMEND,RATIFICATION,RATIFICATION,True
RATIF/ CONF,RATIFICATION,RATIFICATION,True
RATIF/ DEP DESG,RATIFICATION,RATIFICATION,True
RATIF/ DEP DSGN,RATIFICATION,RATIFICATION,True
RATIF/ JOINDER,RATIFICATION,RATIFICATION,True
RATIF/ P/ATTY,RATIFICATION,RATIFICATION,True
RATIF/ RDO,RATIFICATION,RATIFICATION,True
RATIF/AMEND OF OGML,RATIFICATION,RATIFICATION,True
RATIF/AMEND OGML,RATIFICATION,RATIFICATION,True
RATIF/CORR,RATIFICATION,RATIFICATION,True
RATIF/DP DESIG,RATIFICATION,RATIFICATION,True
RATIF/RENTAL ORDER,RATIFICATION,RATIFICATION,True
RATIF/TRUST AGREE ET,RATIFICATION,RATIFICATION,True
RATIFCATION OF SALE,RATIFICATION,RATIFICATION,True
RATIFI & CONFIRM,RATIFICATION,RATIFICATION,True
RATIFI & R.D.O.,RATIFICATION,RATIFICATION,True
RATIFI & RDO,RATIFICATION,RATIFICATION,True
RATIFI- CATION,RATIFICATION,RATIFICATION,True
RATIFIC OGML,RATIFICATION,RATIFICATION,True
RATIFICA,RATIFICATION,RATIFICATION,True
RATIFICA & R.D.O,RATIFICATION,RATIFICATION,True
RATIFICA & RDO,RATIFICATION,RATIFICATION,True
RATIFICA ASGN,RATIFICATION,RATIFICATION,True
RATIFICA OGML,RATIFICATION,RATIFICATION,True
RATIFICA SUBLSE,RATIFICATION,RATIFICATION,True
RATIFICATION,RATIFICATION,RATIFICATION,True
RATIFICATION DEED,RATIFICATION,RATIFICATION,True
RATIFICATION ETC,RATIFICATION,RATIFICATION,True
RATIFICATION RESOLUT,RATIFICATION,RATIFICATION,True
RCPT & RELEASE,RELEASE,RELEASE,True
RCSSN OF EXCH,EXCHANGE,REVOCATION,False
RD & DR R/W,REDEMPTION,RIGHT OF WAY,False
RD ABAND,ABANDONMENT,AFFIDAVIT,False
RD ABANDON,ABANDONMENT,AFFIDAVIT,False
RD DED & PLAT,MAP OR PLAT,DEDICATION,False
RD DEDICA,DEDICATION,DEDICATION,True
RD DEDICATION,DEDICATION,DEDICATION,True
RD MAINT AGREE,CONTRACT,AGREEMENT,False
RD PERMIT,PERMIT,PERMIT,True
RD R/W,REDEMPTION,RIGHT OF WAY,False
RD R/W MAINT AGREE,RIGHT OF WAY,RIGHT OF WAY,True
RD R/W P/ATTY,POWER OF ATTORNEY,RIGHT OF WAY,False
RD R/WAY,REDEMPTION,RIGHT OF WAY,False
RD/SRF LSE PL-R/W FR,LEASE,RIGHT OF WAY,False
RDEMP,REDEMPTION,REDEMPTION,True
RDO,REDEMPTION,OGM FILING,False
RDO & CHD DEP,REDEMPTION,OGM FILING,False
RDO & CHG DEP,REDEMPTION,OGM FILING,False
RDO & CHG/DEP,REDEMPTION,OGM FILING,False
RDO & DESG DEP,REDEMPTION,OGM FILING,False
RDO & RATIF,RATIFICATION,OGM FILING,False
RDO CHG OF DEP,ORDER,OGM FILING,False
RDO ETC,REDEMPTION,OGM FILING,False
RDO RAT &CHG DEP,REDEMPTION,OGM FILING,False
RDO RAT &CHG/DEP,REDEMPTION,OGM FILING,False
RDO,CHG OF DEP,DEPOSIT,OGM FILING,False
RDO/ RATIF,RATIFICATION,OGM FILING,False
RDO/CHG DEP,REDEMPTION,OGM FILING,False
RE ACKNW LDGMNT,ACKNOWLEDGMENT,ACKNOWLEDGMENT,True
RE AFFRM AGREE,AGREEMENT,AGREEMENT,True
RE ASSIGN,ASSIGNMENT,ASSIGNMENT,True
RE CONVEY,CASH SALE,TRANSFER,False
RE ENTRY AGREE,CONTRACT,AGREEMENT,False
RE EST OF COMM,NOTICE,AGREEMENT,False
RE ESTAB OF COMM,NOTICE,AGREEMENT,False
RE FILED TAX LIEN,RELEASE,LIEN,False
RE IN MTG,MORTGAGE,REINSCRIPTION,False
RE INS ASSIGN,ASSIGNMENT,REINSCRIPTION,False
RE INS ASSIGN LEASES,ASSIGNMENT,REINSCRIPTION,False
RE INS CORR MTG,CORRECTION,REINSCRIPTION,False
RE INS JUDG,JUDGMENT,REINSCRIPTION,False
RE INS JUDG ETC,JUDGMENT,REINSCRIPTION,False
RE INS LIEN,LIEN,REINSCRIPTION,False
RE INS MIN,OGM FILING,REINSCRIPTION,False
RE INS MINERALS,OGM FILING,REINSCRIPTION,False
RE INS MTG,MORTGAGE,REINSCRIPTION,False
RE INS MTG & REQ,MORTGAGE,REINSCRIPTION,False
RE INS MTG & RQ,MORTGAGE,REINSCRIPTION,False
RE INS MTG CORR,MORTGAGE,REINSCRIPTION,False
RE INS MTG ETC,MORTGAGE,REINSCRIPTION,False
RE INS MTG&REQ,MORTGAGE,REINSCRIPTION,False
RE INS PLEDGE,PLEDGE,REINSCRIPTION,False
RE INS PLEDGE & ASSI,PLEDGE,REINSCRIPTION,False
RE INS V/LIEN,LIEN,REINSCRIPTION,False
RE INS/ MIN SERV,OGM FILING,REINSCRIPTION,False
RE INSC MTG,MORTGAGE,REINSCRIPTION,False
RE- ASSIGN,ASSIGNMENT,ASSIGNMENT,True
RE- INSTATE,NOTICE,AFFIDAVIT,False
RE-ASIGN,ASSIGNMENT,ASSIGNMENT,True
RE-ASIGN ORR,NOTICE,ASSIGNMENT,False
RE-ASSGN & TERM,ASSIGNMENT,ASSIGNMENT,True
RE-ESTAB COMM,NOTICE,AGREEMENT,False
RE-ESTAB OF COMM,NOTICE,AGREEMENT,False
RE-ESTAB ROYALTY,OGM ROYALTY,AGREEMENT,False
RE-FILED TAX LIEN,TAX SALE,LIEN,False
RE-INS JUDG,JUDGMENT,REINSCRIPTION,False
RE-INS LIEN,LIEN,REINSCRIPTION,False
RE-INS MTG,MORTGAGE,REINSCRIPTION,False
RE-INS SUPP MTG,MORTGAGE,REINSCRIPTION,False
RE-INS TAX LIEN,RELEASE,REINSCRIPTION,False
RE-INSC MINERALS,OGM FILING,REINSCRIPTION,False
RE-INSC MTG,MORTGAGE,REINSCRIPTION,False
RE-INSC MTG ETC,MORTGAGE,REINSCRIPTION,False
RE-RECORDED MTG,MORTGAGE,MORTGAGE,True
REACKN & RECONS OF M,OGM FILING,ACKNOWLEDGMENT,False
REACKNW ETC,ACKNOWLEDGMENT,ACKNOWLEDGMENT,True
REAFFIRM MIN AGREE,OGM FILING,AGREEMENT,False
REAL EST OPTION,NOTICE,OPTION,False
REAL ESTATE LIEN ASS,LIEN,LIEN,True
REAMORIT AGREE,CONTRACT,AGREEMENT,False
REAMORT MTG,MORTGAGE,MORTGAGE,True
REAMORTI AGREE,MORTGAGE,AGREEMENT,False
REASIGN/ SUBLSE,ASSIGNMENT,ASSIGNMENT,True
REASSGN SB LEASE,ASSIGNMENT,ASSIGNMENT,True
REASSIGN,ASSIGNMENT,ASSIGNMENT,True
REASSIGN MTG ETC,ASSIGNMENT,ASSIGNMENT,True
REASSIGN OF PROD,ASSIGNMENT,ASSIGNMENT,True
REC & RATIF,RATIFICATION,RATIFICATION,True
REC OF CONT EFFIC OF,CONTINUATION,AFFIDAVIT,False
REC SEP OWNERSHP,NOTICE,AFFIDAVIT,False
RECEIPT,RECEIPT,RECEIPT,True
RECEIPT & MEMO,RECEIPT,RECEIPT,True
RECEIPT & RATIF,RATIFICATION,RECEIPT,False
RECEIPT & REL,RECEIPT,RECEIPT,True
RECEIPT & RELEASE,RELEASE,RECEIPT,False
RECEIPT & WAIVER,RECEIPT,RECEIPT,True
RECEIPT &RELEASE,RELEASE,RECEIPT,False
RECEIPT /REL,RECEIPT,RECEIPT,True
RECEIPT CERTIF DEPOS,RECEIPT,RECEIPT,True
RECEIPT REL & CONVEY,RELEASE,RECEIPT,False
RECEIPT REL TUTR,RELEASE,RECEIPT,False
RECEIPT RELEASE & CO,RELEASE,RECEIPT,False
RECEIPT RELEASE & IN,RELEASE,RECEIPT,False
RECEIPT& RELEASE,RELEASE,RECEIPT,False
RECEIPT/ RELEASE,RELEASE,RECEIPT,False
RECEPT & SATISFC,RELEASE,RECEIPT,False
RECESS / OPTION,OPTION,AFFIDAVIT,False
RECIPROCAL P/ATTY,POWER OF ATTORNEY,POWER OF ATTORNEY,True
RECIS & RENUNC FARM,LEASE,TERMINATION,False
RECISS OF SALE,CASH SALE,TERMINATION,False
RECISSN OF SALE,CASH SALE,TERMINATION,False
RECITALS,OATH OF OFFICE,OGM FILING,False
RECNV PR TRM TRS,NOTICE,TRANSFER,False
RECOG SEP PROP,OGM FILING,AFFIDAVIT,False
RECONVEY,OGM FILING,OGM FILING,True
RECONVEY MIN INT,OGM FILING,OGM FILING,True
RECONVEYANCE,CASH SALE,OGM FILING,False
RECONVY,OGM FILING,OGM FILING,True
RECONVY AGREE,AGREEMENT,OGM FILING,False
RECOV P/ATTY,POWER OF ATTORNEY,REVOCATION,False
RECOVC P/ATTY,POWER OF ATTORNEY,REVOCATION,False
RECPT & REL,RELEASE,RELEASE,True
RECPT & SATISFCN,RELEASE,RECEIPT,False
RECT. & REL.,RELEASE,RECEIPT,False
RED CPTL JUDG,JUDGMENT,JUDGMENT,True
REDEMP,REDEMPTION,REDEMPTION,True
REDEMP & Q/C,REDEMPTION,REDEMPTION,True
REDEMP & QC,REDEMPTION,REDEMPTION,True
REDEMP CORR,CORRECTION,REDEMPTION,False
REDEMP DEED,REDEMPTION,REDEMPTION,True
REDEMP OF TX SL,REDEMPTION,REDEMPTION,True
REDEMP TAX SALE,TAX SALE ,REDEMPTION,False
REDEMP- TION,REDEMPTION,REDEMPTION,True
REDEMP/ QC,REDEMPTION,REDEMPTION,True
REDEMP/ QC DEED,REDEMPTION,REDEMPTION,True
REDEMPT,REDEMPTION,REDEMPTION,True
REDEMPT DEED,REDEMPTION,REDEMPTION,True
REDEMPT TAX SALE,TAX SALE ,REDEMPTION,False
REDEMPTN,REDEMPTION,REDEMPTION,True
REESTAB OF COMM,NOTICE,AGREEMENT,False
REESTAB/ MIN INT,OGM FILING,OGM FILING,True
REESTAB/ MIN RES,NOTICE,OGM FILING,False
REESTBMT /COMM,NOTICE,AGREEMENT,False
REFILED TAX LIEN,TAX SALE,LIEN,False
REFILED TX LIEN,LIEN,LIEN,True
REFORM WARR DEED,OGM FILING,AMENDMENT,False
REFU AFF,NOTICE,AFFIDAVIT,False
REFUSAL ACKNOW,NOTICE,ACKNOWLEDGMENT,False
REFUSAL OF OP TO PUR,NOTICE,WITHDRAWAL,False
REFUSAL OF OPTION,NOTICE,WITHDRAWAL,False
REG AGREE,AGREEMENT,AGREEMENT,True
REG STA SITE LSE,LEASE,LEASE,True
REG STATION SITE LSE,LEASE ,LEASE,False
REGLTRY AGREE,AGREEMENT,AGREEMENT,True
REGULARTORY AGREEMEN,NOTICE,AGREEMENT,False
REGULAT AGREE,CONTRACT,AGREEMENT,False
REGULAT- ORY AGRE,NOTICE,AGREEMENT,False
REGULATOR STATION LS,NOTICE,LEASE,False
REGULATORY AGREE,NOTICE,AGREEMENT,False
REGULATORY AGREEMENT,NOTICE,AGREEMENT,False
REHAB CONT,CONTINUATION,CONTRACT,False
REIN ASN ACTS REC,REINSCRIPTION,REINSCRIPTION,True
REINS ASGN A R,REINSCRIPTION,REINSCRIPTION,True
REINS ASSIGN,REINSCRIPTION,REINSCRIPTION,True
REINS ASSIGN LEASES/,ASSIGNMENT,REINSCRIPTION,False
REINS JUDG,REINSCRIPTION,REINSCRIPTION,True
REINS MTG,REINSCRIPTION,REINSCRIPTION,True
REINSC ASGN A/R,REINSCRIPTION,REINSCRIPTION,True
REINSC MTG,REINSCRIPTION,REINSCRIPTION,True
REINSCR ASSIGN,REINSCRIPTION,REINSCRIPTION,True
REINSCRB MINERALS,REINSCRIPTION,REINSCRIPTION,True
REINSCRB MTG,REINSCRIPTION,REINSCRIPTION,True
REINSCRI MINERA,REINSCRIPTION,REINSCRIPTION,True
REINSRIB ASSIG ET,REINSCRIPTION,REINSCRIPTION,True
REINSTATE CHARTER,NOTICE,MISCELLANEOUS,False
REINSTATED CHARTER,NOTICE,MISCELLANEOUS,False
REINSTATEMENT,LIEN,MISCELLANEOUS,False
REINSTMNT & MODIF AG,AGREEMENT ,AGREEMENT,False
REL,RELEASE,RELEASE,True
REL & AMEND ASSIGN E,RELEASE,RELEASE,True
REL & GRANT,RELEASE,RELEASE,True
REL & Q C,RELEASE,RELEASE,True
REL & QC,RELEASE,RELEASE,True
REL & R/W,RELEASE,RELEASE,True
REL & RE-ASSIGN MIN,ASSIGNMENT,RELEASE,False
REL ASGN ACC REC,RELEASE,RELEASE,True
REL ASGN RENTS,RELEASE,RELEASE,True
REL ASSIGN LSE & REN,RELEASE,RELEASE,True
REL ETC,RELEASE,RELEASE,True
REL FARM LSE,LEASE,RELEASE,False
REL GEO OP AGREE,RELEASE,RELEASE,True
REL GEO PER,RELEASE,RELEASE,True
REL GEO PERMIT ETC,RELEASE,RELEASE,True
REL GEO PERMITS,RELEASE,RELEASE,True
REL LAND FROM LSE,RELEASE,RELEASE,True
REL LICENSE AGREE &,RELEASE,RELEASE,True
REL MEMO SALE PLD,RELEASE,RELEASE,True
REL MTG ETC,RELEASE,RELEASE,True
REL NTC ASSIGN,RELEASE,RELEASE,True
REL NTC LIS PEND,RELEASE,RELEASE,True
REL OF AMEND,RELEASE,RELEASE,True
REL OF CONT,RELEASE,RELEASE,True
REL OF LSE,RELEASE,RELEASE,True
REL OF MIN,RELEASE,RELEASE,True
REL OF PRD PMT,RELEASE,RELEASE,True
REL OF PROD PAY,RELEASE,RELEASE,True
REL OF R/W,RELEASE,RELEASE,True
REL OF USUFRUCT,RELEASE,RELEASE,True
REL OGL,RELEASE,RELEASE,True
REL OGL & LTD ROY DE,RELEASE,RELEASE,True
REL OGML,RELEASE,RELEASE,True
REL OGML & LTD ROY D,RELEASE,RELEASE,True
REL ORR&ASSIN OGL,RELEASE,RELEASE,True
REL PROD PAY,RELEASE,RELEASE,True
REL RIGHT OF FIRST R,RELEASE,RELEASE,True
REL RT OF RDMPT,RELEASE,RELEASE,True
REL SALT WATER DISP,RELEASE,RELEASE,True
REL SEISMIC PERMIT &,RELEASE,RELEASE,True
REL STORAGE R/W AGRM,RELEASE,RELEASE,True
REL SUB SURF & ROAD,RELEASE,RELEASE,True
REL SURF LSE AGREE,RELEASE,RELEASE,True
REL USUFRUCT,RELEASE,RELEASE,True
REL&UNIT DECL,RELEASE,RELEASE,True
REL/ALL CLAIMS,RELEASE,RELEASE,True
REL/ASGN ACTS/RC,RELEASE,RELEASE,True
REL/BUY& SELL AGR,RELEASE,RELEASE,True
REL/CANC ASSIGN,RELEASE,RELEASE,True
RELASE,RELEASE,RELEASE,True
RELEASE,RELEASE,RELEASE,True
RELEASE & AGREE,RELEASE,RELEASE,True
RELEASE & ASSIGN,RELEASE,RELEASE,True
RELEASE & CANC,RELEASE,RELEASE,True
RELEASE & CONVEY,RELEASE,RELEASE,True
RELEASE & ETC,RELEASE,RELEASE,True
RELEASE & P/ATTY,RELEASE,RELEASE,True
RELEASE & PLAT,RELEASE,RELEASE,True
RELEASE & PLEDGE,RELEASE,RELEASE,True
RELEASE & Q C,RELEASE,RELEASE,True
RELEASE & Q/CLAIM,RELEASE,RELEASE,True
RELEASE & QC,RELEASE,RELEASE,True
RELEASE & QTCLM,RELEASE,RELEASE,True
RELEASE & QUITCLAIM,RELEASE,RELEASE,True
RELEASE & RCPT ETC,RELEASE,RELEASE,True
RELEASE & RECEIPT,RELEASE,RELEASE,True
RELEASE & RECONVEYAN,RELEASE,RELEASE,True
RELEASE & RENUN,RELEASE,RELEASE,True
RELEASE & SATIS,RELEASE,RELEASE,True
RELEASE & SATISFACTI,RELEASE,RELEASE,True
RELEASE & TRNSFR,RELEASE,RELEASE,True
RELEASE &CONSENT,RELEASE,RELEASE,True
RELEASE &LSE CAN,LEASE,RELEASE,False
RELEASE &REASIGN,RELEASE,RELEASE,True
RELEASE &RECEIPT,RELEASE,RELEASE,True
RELEASE /AAR,RELEASE,RELEASE,True
RELEASE /FRM LSE,LEASE,RELEASE,False
RELEASE /INT,RELEASE,RELEASE,True
RELEASE /LN BOND,RELEASE,RELEASE,True
RELEASE /OPTION,RELEASE,RELEASE,True
RELEASE /QC,RELEASE,RELEASE,True
RELEASE /RENUN,RELEASE,RELEASE,True
RELEASE ACTS RCV,RELEASE,RELEASE,True
RELEASE AG LEASE,RELEASE,RELEASE,True
RELEASE AGREE,RELEASE,RELEASE,True
RELEASE ASSIGN,RELEASE,RELEASE,True
RELEASE ASSIGN & ETC,RELEASE,RELEASE,True
RELEASE ASSIGN LEASE,RELEASE,RELEASE,True
RELEASE ASSIGN LSE R,LEASE,RELEASE,False
RELEASE ASSIGN OF LS,RELEASE,RELEASE,True
RELEASE CONVEY ETC,RELEASE,RELEASE,True
RELEASE EASEMENT,RELEASE,RELEASE,True
RELEASE ETC,RELEASE,RELEASE,True
RELEASE EX INVEN,RELEASE,RELEASE,True
RELEASE FIRST REFUSA,RELEASE,RELEASE,True
RELEASE GEO,RELEASE,RELEASE,True
RELEASE GEO OP AGREE,RELEASE,RELEASE,True
RELEASE GEO OPT AGR,RELEASE,RELEASE,True
RELEASE GEO OPT AGRE,RELEASE,RELEASE,True
RELEASE GEO OPT AGRM,RELEASE,RELEASE,True
RELEASE GEO PER,RELEASE,RELEASE,True
RELEASE GEO PER & OP,RELEASE,RELEASE,True
RELEASE GEO PERMIT,RELEASE,RELEASE,True
RELEASE GEO PERMITS,RELEASE,RELEASE,True
RELEASE GEOPHYSICAL,RELEASE,RELEASE,True
RELEASE GOE OP AGREE,RELEASE,RELEASE,True
RELEASE HYDRO LS,RELEASE,RELEASE,True
RELEASE JUDG,RELEASE,RELEASE,True
RELEASE LEASE,RELEASE,RELEASE,True
RELEASE LEASE AGREE,LEASE,RELEASE,False
RELEASE LIEN,RELEASE,RELEASE,True
RELEASE LIENS/SECUR,RELEASE,RELEASE,True
RELEASE LIS PEND,RELEASE,RELEASE,True
RELEASE LIS/PEND,RELEASE,RELEASE,True
RELEASE LSE AGREE,LEASE,RELEASE,False
RELEASE LSE DECL,LEASE,RELEASE,False
RELEASE LSE ETC,LEASE,RELEASE,False
RELEASE MINERALS,RELEASE,RELEASE,True
RELEASE MOVABLE,RELEASE,RELEASE,True
RELEASE MTG,RELEASE,RELEASE,True
RELEASE MTG & ETC,RELEASE,RELEASE,True
RELEASE NET PROFITS,NOTICE,RELEASE,False
RELEASE NTC ASGN,RELEASE,RELEASE,True
RELEASE O & G LEASE,RELEASE,RELEASE,True
